g;g;g;g;g;g;g;g;g
23;16;2;20,5;23;16;2;-942,3260159;0,673984063
2;28;29;29,5;29;28;2;112,0224238;0,022423816
5;26;8;19,5;26;8;5;-4786,262404;0,737595504
10;5;25;20;25;10;5;-3354,101966;0,89803375
1;25;20;23;25;20;1;-633,0497611;0,950238923
9;4;2;7,5;9;4;2;-79,07744424;0,92255576
18;11;13;21;18;13;11;1099,818167;0,818166789
11;24;4;19,5;24;11;4;-2618,065112;0,934888188
30;25;2;28,5;30;25;2;-742,7242559;0,275744093
14;7;6;13,5;14;7;6;-89,55946872;0,440531279
17;20;27;32;27;20;17;5091,168825;0,168824543
1;19;7;13,5;19;7;1;-1641,923593;0,076406791
2;19;17;19;19;17;2;0;0
2;18;13;16,5;18;13;2;-309,2212118;0,778788224
11;14;29;27;29;14;11;-2161,599408;0,400592154
23;12;1;18;23;12;1;-2163,74675;0,253249569
19;6;16;20,5;19;16;6;443,1479102;0,147910198
18;21;19;29;21;19;18;4738,94503;0,945030278
18;10;2;15;18;10;2;-755,2317525;0,76824749
15;15;30;30;30;15;15;0;0
23;3;19;22,5;23;19;3;-161,8690877;0,13091227
20;9;16;22,5;20;16;9;1040,586993;0,586992549
5;11;24;20;24;11;5;-2414,953416;0,0465843
26;19;25;35;26;25;19;8519,154888;0,154887663
4;15;7;13;15;7;4;-389,3995378;0,60046225
13;12;29;27;29;13;12;-2182,384018;0,615982463
1;30;20;25,5;30;20;1;-3062,043653;0,9563465
4;22;8;17;22;8;4;-2412,016791;0,983209014
9;3;20;16;20;9;3;-1456;0
23;28;8;29,5;28;23;8;1138,55518;0,555180234
4;3;12;9,5;12;4;3;-275,4722508;0,527749242
25;9;21;27,5;25;21;9;1576,4908;0,490799906
25;6;14;22,5;25;14;6;-1663,160407;0,839593105
19;11;8;19;19;11;8;0;0
29;23;5;28,5;29;23;5;-345,003091;0,996908981
9;4;16;14,5;16;9;4;-329,8581726;0,141827352
15;2;23;20;23;15;2;-1207,476708;0,52329215
22;22;18;31;22;22;18;5862,855874;0,85587406
4;8;13;12,5;13;8;4;-67,61708595;0,382914049
6;21;5;16;21;6;5;-2200;0
26;17;4;23,5;26;17;4;-1536,108555;0,891445181
19;15;21;27,5;21;19;15;3621,668054;0,668053838
21;3;27;25,5;27;21;3;-766,9311563;0,068843743
16;15;25;28;25;16;15;2476,423227;0,423227156
9;13;18;20;18;13;9;688,7089371;0,70893707
14;28;27;34,5;28;27;14;5869,999018;0,999018446
4;26;2;16;26;4;2;-6720;0
7;18;13;19;18;13;7;313,8407239;0,840723935
5;20;13;19;20;13;5;-366,1475113;0,852488743
26;16;15;28,5;26;16;15;2252,196194;0,196193788
16;7;23;23;23;16;7;0;0
30;23;11;32;30;23;11;2138,290906;0,290906308
18;20;29;33,5;29;20;18;5450,048712;0,048711795
21;15;7;21,5;21;15;7;218,5096358;0,5096358
18;25;3;23;25;18;3;-959,1663047;0,833695337
7;10;10;13,5;10;10;7;292,5609312;0,560931154
22;15;25;31;25;22;15;4810,548409;0,548409485
1;13;26;20;26;13;1;-3568,764492;0,23550791
15;21;26;31;26;21;15;4454,21149;0,211490264
30;6;12;24;30;12;6;-6349,077413;0,922586706
10;13;15;19;15;13;10;941,5221718;0,522171805
9;4;24;18,5;24;9;4;-3258,66834;0,331659778
11;13;4;14;13;11;4;112,2497216;0,249721603
6;17;23;23;23;17;6;0;0
19;23;28;35;28;23;19;7951,211228;0,211228486
4;7;2;6,5;7;4;2;-14,34099238;0,659007618
14;14;11;19,5;14;14;11;1135,433256;0,433256377
23;11;23;28,5;23;23;11;2826,08915;0,089149835
18;8;16;21;18;16;8;893,6022605;0,602260516
30;27;15;36;30;27;15;6804;0
1;13;9;11,5;13;9;1;-133,5271215;0,472878457
20;6;28;27;28;20;6;-763,8344061;0,165593862
25;17;27;34,5;27;25;17;7323,732359;0,73235885
10;22;1;16,5;22;10;1;-2250,86639;0,133609516
29;17;22;34;29;22;17;5947,570933;0,570932742
10;28;26;32;28;26;10;2986,819044;0,819043732
13;22;8;21,5;22;13;8;-266,0369306;0,96306941
22;20;27;34,5;27;22;20;7984,520241;0,520240851
15;11;26;26;26;15;11;0;0
24;28;4;28;28;24;4;0;0
23;5;2;15;23;5;2;-4027,90268;0,097319944
13;22;13;24;22;13;13;1185,553036;0,553035507
30;29;30;44,5;30;30;29;21739,40774;0,40773849
11;5;25;20,5;25;11;5;-3000,162289;0,837711421
12;20;26;29;26;20;12;2471,790646;0,790646475
26;3;3;16;26;3;3;-6760;0
2;15;26;21,5;26;15;2;-2644,720075;0,279925316
20;1;4;12,5;20;4;1;-2591,988295;0,011705213
13;8;3;12;13;8;3;-124,7076581;0,292341855
16;10;7;16,5;16;10;7;125,4148429;0,414842872
9;8;3;10;9;8;3;44,27188724;0,271887242
9;19;9;18,5;19;9;9;-194,0899638;0,910036162
19;1;17;18,5;19;17;1;-56,45275956;0,547240435
22;14;27;31,5;27;22;14;4198,841149;0,84114872
25;12;30;33,5;30;25;12;3702,097339;0,097339474
25;5;16;23;25;16;5;-1208,549544;0,450456125
30;10;28;34;30;28;10;3358,628291;0,628291431
10;17;12;19,5;17;12;10;786,5787022;0,578702157
3;27;10;20;27;10;3;-5321,841786;0,15821355
21;30;16;33,5;30;21;16;4431,375064;0,375064349
13;20;6;19,5;20;13;6;-193,746754;0,253245995
6;11;22;19,5;22;11;6;-1266,805699;0,194300736
5;7;15;13,5;15;7;5;-304,5021936;0,49780635
29;4;25;29;29;25;4;0;0
22;26;18;33;26;22;18;6634,969857;0,969856751
18;6;17;20,5;18;17;6;574,4509947;0,450994701
29;12;21;31;29;21;12;2115,750458;0,750457875
23;18;7;24;23;18;7;499,6959075;0,695907528
18;23;11;26;23;18;11;1835,647025;0,647024893
1;26;28;27,5;28;26;1;-104,2253793;0,774620713
7;26;23;28;26;23;7;1111,215551;0,215550647
12;7;7;13;12;7;7;129,7998459;0,799845917
21;22;28;35,5;28;22;21;8747,364235;0,36423471
30;3;12;22,5;30;12;3;-7284,108948;0,891052156
22;18;19;29,5;22;19;18;4918,802791;0,802791172
7;24;3;17;24;7;3;-4040,643513;0,356486895
18;21;11;25;21;18;11;1960;0
5;4;17;13;17;5;4;-1038,398767;0,601232666
13;17;11;20,5;17;13;11;1129,093334;0,093334412
19;24;4;23,5;24;19;4;-212,6919537;0,308046256
5;11;17;16,5;17;11;5;-128,4613573;0,538642727
20;5;29;27;29;20;5;-1600,414946;0,585053806
8;24;4;18;24;8;4;-3563,818177;0,18182282
2;2;23;13,5;23;2;2;-4616,216513;0,783486616
2;28;23;26,5;28;23;2;-662,1377134;0,862286558
18;27;2;23,5;27;18;2;-2006,333501;0,666499012
11;21;24;28;24;21;11;2518,755248;0,755248133
17;2;23;21;23;17;2;-696,5515056;0,448494367
11;7;26;22;26;11;7;-3095,674401;0,325598517
27;19;8;27;27;19;8;0;0
6;4;23;16,5;23;6;4;-3465,410132;0,589868022
21;7;18;23;21;18;7;767,3330437;0,33304373
16;22;14;26;22;16;14;2447,529367;0,529366525
15;21;22;29;22;21;15;4221,969209;0,969208793
13;11;27;25,5;27;13;11;-1372,901453;0,098547441
1;17;11;14,5;17;11;1;-449,8065991;0,193400935
15;9;29;26,5;29;15;9;-2589,994457;0,005542658
1;8;11;10;11;8;1;-56,92099788;0,079002117
23;4;13;20;23;13;4;-1502,637681;0,36231912
5;11;12;14;12;11;5;202,0494989;0,049498886
14;23;6;21,5;23;14;6;-808,5436126;0,456387424
26;1;2;14,5;26;2;1;-7389,679842;0,320158216
19;17;15;25,5;19;17;15;2929,487651;0,487651184
8;6;5;9,5;8;6;5;72,81714041;0,81714041
29;10;17;28;29;17;10;-1047,717519;0,282480818
18;19;23;30;23;19;18;5060,956431;0,956431348
5;15;7;13,5;15;7;5;-304,5021936;0,49780635
23;22;3;24;23;22;3;205,7571384;0,757138394
25;13;20;29;25;20;13;3101,854929;0,854928909
19;20;18;28,5;20;19;18;4526,413861;0,413861471
3;20;27;25;27;20;3;-1100;0
10;14;17;20,5;17;14;10;1081,552562;0,552562436
10;24;20;27;24;20;10;1855,026415;0,026414906
18;5;24;23,5;24;18;5;-246,6257127;0,374287254
12;9;2;11,5;12;9;2;-40,27008427;0,729915725
15;1;20;18;20;15;1;-432,7493501;0,250649914
20;18;30;34;30;20;18;5224,532898;0,532897781
19;3;9;15,5;19;9;3;-1119,585495;0,414505414
26;3;5;17;26;5;3;-6234,135706;0,864294066
16;14;20;25;20;16;14;2475;0
24;6;29;29,5;29;24;6;351,0035946;0,003594622
29;26;29;42;29;29;26;17523,92285;0,922848495
6;15;17;19;17;15;6;453,3254901;0,325490128
26;7;7;20;26;7;7;-4534,745858;0,25414163
21;9;25;27,5;25;21;9;1576,4908;0,490799906
29;21;10;30;29;21;10;985,9006035;0,900603509
8;18;2;14;18;8;2;-1077,597327;0,402672609
10;24;5;19,5;24;10;5;-2737,293884;0,706116493
20;18;20;29;20;20;18;4798,181843;0,181843157
9;9;20;19;20;9;9;-435,8898944;0,110105646
5;18;21;22;21;18;5;318,9482717;0,948271668
11;5;16;16;16;11;5;0;0
19;10;25;27;25;19;10;1413,353459;0,353458976
26;3;28;28,5;28;26;3;170,1659346;0,165934642
6;22;24;26;24;22;6;815,8431222;0,843122175
17;14;12;21,5;17;14;12;1486,676965;0,676965059
23;23;13;29,5;23;23;13;3786,357925;0,357924964
7;17;15;19,5;17;15;7;620,9831859;0,983185914
1;2;20;11,5;20;2;1;-2875,284017;0,715982779
20;20;15;27,5;20;20;15;3687,218607;0,218606848
22;6;18;23;22;18;6;407,6456795;0,645679482
21;5;10;18;21;10;5;-1323,703894;0,296105619
20;30;22;36;30;22;20;8064;0
18;17;14;24,5;18;17;14;2533,651985;0,651985339
11;30;26;33,5;30;26;11;3418,489335;0,489335355
7;11;26;22;26;11;7;-3095,674401;0,325598517
23;1;13;18,5;23;13;1;-1862,941066;0,058934356
14;30;19;31,5;30;19;14;1841,596995;0,596995053
29;1;12;21;29;12;1;-6598,909001;0,090999264
10;12;11;16,5;12;11;10;653,4773392;0,477339173
6;15;6;13,5;15;6;6;-310,0135456;0,986454429
22;29;2;26,5;29;22;2;-1418,866529;0,133471195
8;23;1;16;23;8;1;-3360;0
21;5;20;23;21;20;5;517,9498045;0,949804518
13;26;19;29;26;19;13;2584,879107;0,879107425
13;20;25;29;25;20;13;3101,854929;0,854928909
24;19;21;32;24;21;19;6471,441261;0,441261419
22;13;20;27,5;22;20;13;3136,593962;0,593961559
1;22;9;16;22;9;1;-2520;0
25;23;27;37,5;27;25;23;11654,21292;0,212916836
30;17;19;33;30;19;17;3860,346098;0,346098474
21;7;18;23;21;18;7;767,3330437;0,33304373
24;29;21;37;29;24;21;10121,71685;0,716850416
24;23;13;30;24;23;13;3910,739061;0,739060587
27;7;9;21,5;27;9;7;-4622,319219;0,680781151
26;23;10;29,5;26;23;10;2409,500498;0,500497704
24;20;7;25,5;24;20;7;770,7184706;0,718470609
25;10;27;31;27;25;10;2806,153239;0,153238866
11;4;15;15;15;11;4;0;0
20;2;3;12,5;20;3;2;-2645,021303;0,978696624
8;1;27;18;27;8;1;-6491,240251;0,759748707
21;30;18;34,5;30;21;18;5887,620029;0,620028633
2;6;19;13,5;19;6;2;-1742,965045;0,034954901
19;30;22;35,5;30;22;19;7299,524637;0,524637241
14;6;18;19;18;14;6;283,3284313;0,32843133
18;1;19;19;19;18;1;0;0
21;3;27;25,5;27;21;3;-766,9311563;0,068843743
15;26;14;27,5;26;15;14;1327,398698;0,398698465
28;2;3;16,5;28;3;2;-9144,112977;0,887023182
27;6;1;17;27;6;1;-7256,665901;0,334098913
23;8;22;26,5;23;22;8;1499,944616;0,944616165
22;26;11;29,5;26;22;11;2637,618888;0,61888802
8;7;25;20;25;8;7;-3488,266045;0,7339551
26;6;13;22,5;26;13;6;-2602,356872;0,643128035
23;13;27;31,5;27;23;13;3971,535462;0,535462474
30;25;28;41,5;30;28;25;16502,1147;0,114700424
16;5;15;18;16;15;5;330,9259736;0,925973595
24;28;4;28;28;24;4;0;0
5;9;26;20;26;9;5;-4427,414595;0,58540455
12;3;11;13;12;11;3;72,11102551;0,111025509
11;13;2;13;13;11;2;0;0
10;22;4;18;22;10;4;-1900,703028;0,296972171
24;15;6;22,5;24;15;6;-880,496686;0,503313997
25;8;10;21,5;25;10;8;-2519,526225;0,473775005
21;30;16;33,5;30;21;16;4431,375064;0,375064349
23;25;6;27;25;23;6;872,953607;0,953607015
21;14;21;28;21;21;14;3629,970799;0,970798781
9;6;22;18,5;22;9;6;-1787,67072;0,329280443
14;11;12;18,5;14;12;11;943,5675527;0,567552729
16;8;1;12,5;16;8;1;-640,3735787;0,626421288
5;30;25;30;30;25;5;0;0
10;4;15;14,5;15;10;4;-89,96131981;0,038680187
30;27;17;37;30;27;17;8515,867542;0,867542418
22;2;16;20;22;16;2;-643,9875775;0,01242248
19;25;4;24;25;19;4;-489,8979486;0,102051443
29;28;4;30,5;29;28;4;548,8163755;0,816375541
22;8;11;20,5;22;11;8;-806,4952389;0,504761135
2;26;11;19,5;26;11;2;-4269,604394;0,395606185
15;27;1;21,5;27;15;1;-3398,201577;0,798422557
2;27;30;29,5;30;27;2;-186,7040397;0,295960307
30;24;25;39,5;30;25;24;13419,05255;0,052546368
4;28;29;30,5;29;28;4;548,8163755;0,816375541
16;17;11;22;17;16;11;1547,837201;0,837200742
20;11;5;18;20;11;5;-772,1606051;0,839394944
21;15;18;27;21;18;15;3367,10677;0,106769914
25;14;29;34;29;25;14;5247,856705;0,856705361
24;18;7;24,5;24;18;7;281,5168873;0,51688726
20;26;30;38;30;26;20;10652,1074;0,10739713
16;12;8;18;16;12;8;509,1168825;0,116882454
21;9;29;29,5;29;21;9;473,2098751;0,209875148
15;22;24;30,5;24;22;15;4729,485521;0,485520547
21;4;8;16,5;21;8;4;-1942,152931;0,847068892
12;7;5;12;12;7;5;0;0
28;10;26;32;28;26;10;2986,819044;0,819043732
8;13;20;20,5;20;13;8;212,2355892;0,235589175
28;13;2;21,5;28;13;2;-4995,582363;0,417636708
30;25;12;33,5;30;25;12;3702,097339;0,097339474
9;12;28;24,5;28;12;9;-3356,547502;0,452498055
1;20;4;12,5;20;4;1;-2591,988295;0,011705213
5;24;22;25,5;24;22;5;543,4796095;0,479609496
7;6;30;21,5;30;7;6;-8858,044467;0,955533334
23;5;29;28,5;29;23;5;-345,003091;0,996908981
20;3;21;22;21;20;3;178,2357989;0,235798873
9;16;22;23,5;22;16;9;790,7777767;0,777776741
5;7;3;7,5;7;5;3;15,40469693;0,40469693
25;9;25;29,5;25;25;9;2254,705876;0,705875705
20;10;17;23,5;20;17;10;1488,843676;0,843676209
21;21;16;29;21;21;16;4480,45712;0,457119536
3;12;17;16;17;12;3;-208;0
8;8;14;15;14;8;8;189,776184;0,776183964
18;1;19;19;19;18;1;0;0
30;20;12;31;30;20;12;1163,662752;0,662751831
14;7;22;21,5;22;14;7;-252,1265028;0,873497154
29;12;19;30;29;19;12;1084,490664;0,49066386
25;25;10;30;25;25;10;2738,612788;0,612787526
19;7;23;24,5;23;19;7;714,6197907;0,619790737
19;9;8;18;19;9;8;-381,8376618;0,162338159
25;8;8;20,5;25;8;8;-3183,533838;0,466162374
27;3;27;28,5;27;27;3;306,2986824;0,298682355
15;13;14;21;15;14;13;1539,745434;0,745433505
10;18;17;22,5;18;17;10;1467,494477;0,494476672
29;8;8;22,5;29;8;8;-6482,471561;0,528439009
18;11;15;22;18;15;11;1444,648054;0,648054026
1;23;2;13;23;2;1;-4759,327684;0,672316388
14;30;14;29;30;14;14;-1211,662082;0,337918395
22;2;25;24,5;25;22;2;-139,2116475;0,788352454
24;3;5;16;24;5;3;-4576;0
21;11;6;19;21;11;6;-906,6509803;0,349019744
10;16;20;23;20;16;10;1309,262006;0,262005864
12;11;23;23;23;12;11;0;0
6;29;23;29;29;23;6;0;0
23;26;11;30;26;23;11;2913,884006;0,884005927
4;8;3;7,5;8;4;3;-21,5665757;0,433424298
16;18;18;26;18;18;16;3263,372489;0,372488699
3;20;26;24,5;26;20;3;-718,3321013;0,667898662
4;3;18;12,5;18;4;3;-1570,218996;0,781004028
2;17;18;18,5;18;17;2;53,22688759;0,22688759
19;17;30;33;30;19;17;3860,346098;0,346098474
8;20;27;27,5;27;20;8;383,4707351;0,470735112
23;6;3;16;23;6;3;-3640;0
20;25;18;31,5;25;20;18;5663,700016;0,700015642
14;9;3;13;14;9;3;-144,222051;0,777948981
13;11;16;20;16;13;11;1126,978261;0,97826066
4;27;13;22;27;13;4;-3799,236765;0,763234543
4;4;17;12,5;17;4;4;-1149,490461;0,509538834
27;4;3;17;27;4;3;-7504,052239;0,947761376
20;29;20;34,5;29;20;20;6792,165218;0,165218217
15;12;23;25;23;15;12;1300;0
23;27;27;38,5;27;27;23;12719,13988;0,139882538
22;16;16;27;22;16;16;3143,672216;0,672215738
9;23;22;27;23;22;9;1870,614872;0,614872174
19;14;28;30,5;28;19;14;2619,821566;0,821566264
9;12;20;20,5;20;12;9;221,2909743;0,290974313
6;21;10;18,5;21;10;6;-1142,496325;0,503675471
20;10;5;17,5;20;10;5;-980,4609686;0,539031405
8;27;11;23;27;11;8;-3452,998697;0,001303215
27;20;18;32,5;27;20;18;5683,061884;0,061884479
6;12;20;19;20;12;6;-396,6598039;0,340196138
11;13;6;15;13;11;6;278,8548009;0,854800927
23;7;13;21,5;23;13;7;-857,2301097;0,769890323
18;18;30;33;30;18;18;3877,579786;0,579786413
15;4;27;23;27;15;4;-2915,865566;0,134433826
20;2;19;20,5;20;19;2;62,8217344;0,821734396
3;13;20;18;20;13;3;-636,3961031;0,603896932
5;21;4;15;21;5;4;-2556,169008;0,830991503
28;13;14;27,5;28;14;13;-513,2608301;0,739169927
12;28;9;24,5;28;12;9;-3356,547502;0,452498055
7;7;9;11,5;9;7;7;171,6777277;0,677727698
30;7;2;19,5;30;7;2;-10142,72537;0,274630077
29;22;23;37;29;23;22;10219,04105;0,041050901
21;7;30;29;30;21;7;-947,7890061;0,210993944
8;24;20;26;24;20;8;1101,388215;0,388214936
8;17;27;26;27;17;8;-826,0411612;0,958838798
3;11;10;12;11;10;3;62,35382907;0,353829072
3;27;14;22;27;14;3;-3564,715977;0,284022534
22;25;2;24,5;25;22;2;-139,2116475;0,788352454
15;27;2;22;27;15;2;-3283,291032;0,708968124
7;17;14;19;17;14;7;523,0678732;0,067873225
2;29;18;24,5;29;18;2;-3257,552553;0,447447421
22;24;29;37,5;29;24;22;10891,80923;0,809234394
3;20;5;14;20;5;3;-2222,544488;0,455512256
29;5;1;17,5;29;5;1;-9922,265002;0,734997822
15;21;16;26;21;16;15;2804,460732;0,460732476
23;28;4;27,5;28;23;4;-277,2788392;0,721160765
11;22;27;30;27;22;11;2497,614862;0,614862224
23;28;26;38,5;28;26;23;12622,96491;0,964911781
12;7;14;16,5;14;12;7;434,1283022;0,128302248
5;7;22;17;22;7;5;-2473,863375;0,136624629
14;1;23;19;23;14;1;-1569,20362;0,796380325
16;5;16;18,5;16;16;5;362,9105972;0,910597203
30;12;30;36;30;30;12;5184;0
13;24;23;30;24;23;13;3910,739061;0,739060587
28;9;13;25;28;13;9;-2880;0
8;9;5;11;9;8;5;119,3984925;0,398492453
20;20;15;27,5;20;20;15;3687,218607;0,218606848
25;1;3;14,5;25;3;1;-6207,331067;0,668932902
23;13;8;22;23;13;8;-590,9923857;0,007614262
4;1;2;3,5;4;2;1;-3,5078038;0,4921962
21;21;1;21,5;21;21;1;23,76364739;0,763647395
7;24;23;27;24;23;7;1247,076581;0,07658145
14;21;16;25,5;21;16;14;2482,584558;0,584557661
3;28;2;16,5;28;3;2;-9144,112977;0,887023182
13;10;1;12;13;10;1;-76,21023553;0,789764467
16;18;10;22;18;16;10;1350,839739;0,839738829
14;6;14;17;14;14;6;408,1874569;0,187456936
30;15;5;25;30;15;5;-5000;0
20;7;2;14,5;20;7;2;-1963,441504;0,558496144
28;1;14;21,5;28;14;1;-4633,911242;0,088758032
3;17;26;23;26;17;3;-1726,499348;0,500651607
27;13;15;27,5;27;15;13;475,2415093;0,241509327
25;2;12;19,5;25;12;2;-3187,713688;0,28631231
28;8;26;31;28;26;8;1920,878705;0,878705176
1;23;7;15,5;23;7;1;-3639,268014;0,73198573
6;23;1;15;23;6;1;-3903,967213;0,032787023
23;15;5;21,5;23;15;5;-745,9466877;0,053312269
8;22;30;30;30;22;8;0;0
14;12;19;22,5;19;14;12;1481,724726;0,724726143
24;25;6;27,5;25;24;6;986,5358228;0,53582281
2;19;12;16,5;19;12;2;-662,6168824;0,383117622
16;27;11;27;27;16;11;0;0
17;12;1;15;17;12;1;-325,3306011;0,669398919
6;22;8;18;22;8;6;-2036,46753;0,532470183
15;5;8;14;15;8;5;-202,0494989;0,950501114
24;19;19;31;24;19;19;5612,306478;0,306477733
21;2;1;12;21;2;1;-3429,460599;0,539401014
12;17;13;21;17;13;12;1319,7818;0,781800147
5;9;9;11,5;9;9;5;137,7660778;0,766077782
15;11;1;13,5;15;11;1;-172,2297475;0,770252461
20;22;29;35,5;29;22;20;8103,879969;0,879969168
9;9;30;24;30;9;9;-6613,622306;0,377694485
26;3;6;17,5;26;6;3;-5929,305026;0,694974456
29;10;7;23;29;10;7;-5985,197741;0,802258906
3;4;27;17;27;4;3;-7504,052239;0,947761376
4;26;1;15,5;26;4;1;-6893,201768;0,798231795
20;15;18;26,5;20;18;15;3270,793;0,793000415
23;11;26;30;26;23;11;2913,884006;0,884005927
27;23;12;31;27;23;12;3385,200733;0,200732601
28;4;11;21,5;28;11;4;-5538,089045;0,910954721
19;6;29;27;29;19;6;-1745,907214;0,092785971
22;11;22;27,5;22;22;11;2617,433582;0,433581715
30;1;20;25,5;30;20;1;-3062,043653;0,9563465
2;11;28;20,5;28;11;2;-5968,064768;0,935232396
4;12;7;11,5;12;7;4;-57,22590923;0,774090767
21;8;17;23;21;17;8;863,2496742;0,249674196
26;15;22;31,5;26;22;15;4838,664562;0,664561859
22;8;13;21,5;22;13;8;-266,0369306;0,96306941
11;24;2;18,5;24;11;2;-2927,478817;0,52118256
23;28;18;34,5;28;23;18;7244,437813;0,43781301
20;13;1;17;20;13;1;-791,6362801;0,363719881
15;26;20;30,5;26;20;15;4044,673137;0,673137481
29;29;14;36;29;29;14;6468;0
15;24;4;21,5;24;15;4;-1318,59263;0,407370172
29;5;17;25,5;29;17;5;-3079,717787;0,282212858
15;17;10;21;17;15;10;1209,799983;0,799983468
4;19;11;17;19;11;4;-643,2044776;0,795522404
30;5;3;19;30;5;3;-10740,327;0,673003116
17;13;11;20,5;17;13;11;1129,093334;0,093334412
27;20;14;30,5;27;20;14;3348,815393;0,815393398
1;23;17;20,5;23;17;1;-772,5375446;0,462455403
24;18;17;29,5;24;18;17;4294,192913;0,192912928
23;23;2;24;23;23;2;107,7775487;0,777548682
27;25;11;31,5;27;25;11;3365,386966;0,386965816
3;26;16;22,5;26;16;3;-2104,29814;0,701859512
11;3;4;9;11;4;3;-180;0
10;7;14;15,5;14;10;7;276,0824011;0,082401083
18;9;3;15;18;9;3;-836,5644028;0,435597219
4;6;23;16,5;23;6;4;-3465,410132;0,589868022
3;16;5;12;16;5;3;-872,953607;0,046392985
26;29;2;28,5;29;26;2;-176,8391085;0,160891451
22;27;29;39;29;27;22;12739,79592;0,795916733
26;10;16;26;26;16;10;0;0
20;4;22;23;22;20;4;273,3623968;0,362396829
1;22;1;12;22;1;1;-4191,562954;0,437045683
13;21;21;27,5;21;21;13;3212,632603;0,632603051
18;21;3;21;21;18;3;0;0
5;15;7;13,5;15;7;5;-304,5021936;0,49780635
21;23;5;24,5;23;21;5;506,7303971;0,730397068
16;1;19;18;19;16;1;-144,2497834;0,750216638
17;9;11;18,5;17;11;9;459,6867565;0,686756458
29;27;9;32,5;29;27;9;2578,93429;0,934289646
30;3;4;18,5;30;4;3;-11116,89247;0,107528335
3;16;16;17,5;16;16;3;136,4801668;0,480166828
27;28;22;38,5;28;27;22;12362,36177;0,361765216
9;18;23;25;23;18;9;1120;0
11;14;20;22,5;20;14;11;1159,172405;0,172404805
13;30;26;34,5;30;26;13;4830,359417;0,359417431
1;22;5;14;22;5;1;-3502,191314;0,80868598
14;16;27;28,5;27;16;14;1451,415325;0,415324886
18;17;20;27,5;20;18;17;3923,200598;0,200597686
20;26;4;25;26;20;4;-525;0
11;19;30;30;30;19;11;0;0
3;5;26;17;26;5;3;-6234,135706;0,864294066
2;1;24;13,5;24;2;1;-5545,797871;0,20212923
18;8;16;21;18;16;8;893,6022605;0,602260516
12;10;30;26;30;12;10;-4568,721484;0,278515821
7;3;24;17;24;7;3;-4040,643513;0,356486895
13;4;1;9;13;4;1;-480;0
25;5;8;19;25;8;5;-4027,622624;0,377376168
15;8;7;15;15;8;7;0;0
4;11;19;17;19;11;4;-643,2044776;0,795522404
16;3;25;22;25;16;3;-1604,12219;0,87781014
24;2;7;16,5;24;7;2;-4196,573588;0,426411605
26;19;22;33,5;26;22;19;7238,515513;0,515513276
27;23;5;27,5;27;23;5;265,4797397;0,479739693
28;16;30;37;30;28;16;8047,494828;0,494827585
14;23;21;29;23;21;14;3877,318661;0,318661137
22;12;17;25,5;22;17;12;2028,106835;0,106835435
3;5;15;11,5;15;5;3;-655,7665302;0,233469757
12;2;3;8,5;12;3;2;-364,7989279;0,201072079
27;27;20;37;27;27;20;10340,6963;0,696301507
11;27;13;25,5;27;13;11;-1372,901453;0,098547441
28;21;12;30,5;28;21;12;2426,527748;0,527748463
7;26;1;17;26;7;1;-5937,272101;0,727899111
7;9;10;13;10;9;7;259,5996918;0,599691833
2;21;28;25,5;28;21;2;-1335,028309;0,97169096
9;9;12;15;12;9;9;418,2822014;0,28220139
24;13;21;29;24;21;13;3446,505477;0,505476566
17;23;25;32,5;25;23;17;6295,906175;0,906175469
6;23;7;18;23;7;6;-2800,142853;0,857146501
18;3;4;12,5;18;4;3;-1570,218996;0,781004028
30;19;30;39,5;30;30;19;11627,85532;0,855321046
4;1;16;10,5;16;4;1;-1100,51078;0,489220152
19;5;10;17;19;10;5;-692,6817451;0,318254896
30;10;20;30;30;20;10;0;0
28;6;21;27,5;28;21;6;-366,4275913;0,572408671
26;27;7;30;27;26;7;1511,714259;0,714258714
24;10;22;28;24;22;10;2285,929133;0,92913276
17;22;29;34;29;22;17;5947,570933;0,570932742
4;7;6;8,5;7;6;4;49,19865661;0,198656613
10;3;28;20,5;28;10;3;-6239,726322;0,273678252
29;27;26;41;29;27;26;16135,87308;0,873078331
13;1;21;17,5;21;13;1;-1087,135122;0,864878022
4;8;30;21;30;8;4;-9114,743057;0,256942733
18;1;13;16;18;13;1;-360;0
24;1;20;22,5;24;20;1;-382,4379545;0,562045473
6;17;16;19,5;17;16;6;521,6258762;0,625876167
2;9;22;16,5;22;9;2;-2429,595235;0,404764614
22;16;22;30;22;22;16;4907,594115;0,594115246
29;23;21;36,5;29;23;21;9481,415137;0,415137405
24;22;21;33,5;24;22;21;7904,126135;0,126135186
3;30;13;23;30;13;3;-6714,164133;0,835867362
9;21;5;17,5;21;9;5;-1555,664737;0,335263163
14;14;10;19;14;14;10;980,7522623;0,752262297
7;21;19;23,5;21;19;7;899,8505735;0,850573533
25;23;28;38;28;25;23;12020,60731;0,60730579
11;8;3;11;11;8;3;0;0
28;16;21;32,5;28;21;16;4867,836456;0,836455533
27;3;19;24,5;27;19;3;-1463,269095;0,730904682
21;5;19;22,5;21;19;5;435,80139;0,801390042
20;14;27;30,5;27;20;14;3348,815393;0,815393398
16;29;10;27,5;29;16;10;-1583,045855;0,954144793
10;28;27;32,5;28;27;10;3174,675949;0,67594926
14;18;15;23,5;18;15;14;2152,975817;0,975816675
